State	County	UFO Sightings	Median Household Income (USD)	Percent In Poverty	Population
VA	Alleghany	12	43,110	13.1	16250
VA	Waynesboro city	0	40,256	17.5	21006
VA	James City	0	74,241	7.7	67009
VA	Lynchburg city	0	36,397	22.8	75568
VA	Prince Edward	1	36,100	22.8	23368
VA	Virginia	0	60,665	11.1	8001024
VA	Giles	1	40,773	13.4	17286
VA	Dickenson	1	32,955	23	15903
VA	Amelia	0	49,057	11.4	12690
VA	Stafford	17	93,185	5.2	128961
VA	Hanover	24	72,319	5.3	99863
VA	Wise	17	36,789	22.2	41452
VA	Bristol city	0	33,149	21.5	17835
VA	Frederick	4	62,173	7.4	78305
VA	Suffolk city	0	62,419	11.9	84585
VA	Williamsburg city	0	46,285	18.5	14068
VA	Danville city	0	31,153	26.6	43055
VA	Mathews	0	53,418	10.2	8978
VA	Mecklenburg	10	35,196	20.2	32727
VA	Page	100	37,970	15.7	24042
VA	Fairfax city	0	83,413	7.1	22565
VA	Surry	2	46,112	12.3	7058
VA	Scott	2	33,797	18.9	23177
VA	Falls Church city	0	105,124	3.1	12332
VA	Winchester city	0	41,008	19.3	26203
VA	Fluvanna	1	63,869	7.3	25691
CO	San Juan	1	37,001	15.9	699
CO	San Miguel	1	62,368	10	7359
CO	Otero	3	34,360	19.9	18831
CO	Jackson	0	43,691	15.1	1394
CO	Chaffee	9	42,420	12.9	17809
CO	Elbert	4	78,550	6.5	23086
CO	Park	24	66,400	9.3	16206
CO	Gunnison	8	47,698	14.5	15324
CO	Dolores	3	40,511	12.9	2064
CO	Douglas	168	97,806	3.5	285465
CO	Moffat	15	55,913	10.1	13795
CO	Ouray	2	54,920	9.4	4436
CO	Jefferson	695	64,181	8.8	534543
CO	Cheyenne	1	44,464	12.1	1836
CO	Kit Carson	4	39,498	14	8270
CO	Grand	9	55,818	8.3	14843
CO	Adams	1060	52,785	13	441603
CO	Boulder	2018	62,215	13.6	294567
CO	Eagle	53	69,182	8.5	52197
CO	La Plata	45	53,029	11.5	51334
CO	Custer	1	42,951	15	4255
CO	Clear Creek	3	64,822	8.6	9088
CO	Montrose	16	44,002	15	41276
CO	Fremont	1	40,543	16.7	46824
CO	Saguache	6	30,985	25.1	6108
CO	Archuleta	3	46,165	13.1	12084
CO	El Paso	3818	51,553	13.4	622263
CO	Costilla	7	27,305	25.7	3524
CO	Delta	17	40,288	15.7	30952
CO	Conejos	1	32,254	21.3	8256
CO	Arapahoe	1255	58,152	11.4	572003
CO	Mesa	542	47,324	14.7	146723
CO	Bent	2	33,702	30.9	6499
CO	Yuma	2	43,361	12.5	10043
CO	Teller	23	59,966	8.7	23350
CO	Broomfield	66	76,006	6	55889
CO	Pueblo	540	39,107	19.6	159063
CO	Lincoln	2	39,230	17.9	5467
CO	Alamosa	28	36,339	21	15445
CO	Weld	125	52,334	14.3	252825
CO	Mineral	0	45,645	11.9	712
CO	Montezuma	12	41,074	17.4	25535
CO	Lake	0	43,565	14.4	7310
CO	Crowley	0	34,569	34.7	5823
CO	Summit	11	60,087	10.1	27994
CO	Denver	8385	45,415	21.3	600158
CO	Morgan	4	43,209	14.2	28159
CO	Hinsdale	0	48,195	9.4	843
CO	Sedgwick	0	36,749	13.6	2379
CO	Routt	10	60,506	7.7	23509
CO	Prowers	1	34,488	23	12551
CO	Huerfano	10	31,696	22.7	6711
CO	Rio Blanco	1	59,308	8.6	6666
CO	Colorado	0	54,411	13.2	5029196
CO	Phillips	0	44,064	11.4	4442
CO	Pitkin	9	65,568	7	17148
CO	Baca	3	33,086	17.3	3788
CO	Gilpin	0	63,024	7.5	5441
CO	Washington	1	40,914	13.9	4814
CO	Kiowa	1	37,600	13	1398
CO	Rio Grande	2	37,300	17.3	11982
CO	Logan	1	40,637	16.3	22709
CO	Garfield	25	60,456	9.6	56389
CO	Larimer	1672	54,739	13.6	299630
CO	Las Animas	12	37,700	18.8	15507
AK	Southeast Fairbanks (CA)	2	54,508	13.4	7029
AK	Yukon-Koyukuk (CA)	2	35,177	27.1	5588
AK	Denali	1	61,004	5.6	1826
AK	Sitka	0	58,000	9.1	8881
AK	Aleutians West (CA)	0	58,517	9	5561
AK	Valdez-Cordova (CA)	3	60,297	9	9636
AK	Fairbanks North Star	511	60,472	9.4	97581
AK	Lake and Peninsula	2	39,794	17.7	1631
AK	Haines	1	46,111	12.1	2508
AK	Matanuska-Susitna	84	68,670	10.9	88995
AK	Yakutat	1	49,331	14.7	662
AK	North Slope	2	68,744	11.4	9430
AK	Petersburg (CA)	1	52,294	10.6	3815
AK	Kodiak Island	1	59,847	8.3	13592
AK	Wade Hampton (CA)	1	30,883	34.1	7459
AK	Hoonah-Angoon (CA)	0	38,122	19.4	2150
AK	Skagway Municipality	0	58,550	4.2	968
AK	Bristol Bay	0	62,912	8.8	997
AK	Anchorage	1806	70,524	9.6	291826
AK	Alaska	0	63,456	11	710231
AK	Wrangell City and	0	42,752	13.1	2369
AK	Northwest Arctic	1	49,466	20	7523
AK	Ketchikan Gateway	6	58,073	10	13477
AK	Dillingham (CA)	0	46,845	20.6	4847
AK	Aleutians East	0	47,077	16.8	3141
AK	Prince of Wales-Hyder (CA)	3	40,756	17.2	5559
AK	Nome (CA)	7	43,147	24.6	9492
AK	Kenai Peninsula	37	57,347	10.7	55400
AK	Bethel (CA)	16	45,481	22.6	17013
AK	Juneau	15	69,844	8.2	31275
AL	Perry	0	24,742	39.5	10591
AL	Jackson	7	36,158	19.9	53227
AL	Russell	6	32,733	24.1	52947
AL	Blount	8	42,906	16.5	57322
AL	Shelby	26	67,135	9.8	195085
AL	Coosa	2	33,721	18.6	11539
AL	Clarke	2	33,739	24.9	25833
AL	Henry	3	37,851	18.1	17302
AL	Colbert	5	37,455	19.2	54428
AL	Calhoun	45	37,916	23.5	118572
AL	Cullman	63	37,948	19.2	80406
AL	Covington	15	33,484	20.9	37765
AL	Jefferson	967	41,740	18.6	658466
AL	Butler	3	29,500	28.1	20947
AL	DeKalb	11	34,822	20.8	71109
AL	Pickens	4	31,032	24.4	19746
AL	Cleburne	7	37,566	17.8	14972
AL	Dale	7	41,287	17.8	50251
AL	Coffee	14	40,779	20.1	49948
AL	Marengo	0	33,085	23.6	21027
AL	Lee	29	40,102	21.3	140247
AL	Geneva	0	34,418	20.3	26790
AL	Lawrence	4	37,365	18.1	34339
AL	Dallas	3	26,195	35.6	43820
AL	Fayette	1	32,643	27.3	17241
AL	Cherokee	3	34,410	21.2	25989
AL	Chilton	13	38,553	20.4	43643
AL	Hale	10	31,790	24.8	15760
AL	Lauderdale	21	39,213	17.6	92709
AL	Tallapoosa	1	34,440	18.3	41616
AL	St. Clair	6	48,296	13	83593
AL	Barbour	6	33,074	25.3	27457
AL	Pike	1	32,771	30	32899
AL	Conecuh	2	27,855	25.7	13228
AL	Bibb	1	35,472	20.9	22915
AL	Crenshaw	2	35,577	20.3	13906
AL	Wilcox	0	21,611	39.6	11670
AL	Mobile	136	39,753	20.5	412992
AL	Sumter	1	25,586	31.3	13763
AL	Lamar	1	32,993	21.5	14564
AL	Greene	0	27,117	31	9045
AL	Franklin	2	33,649	21.6	31704
AL	Morgan	7	44,859	14.1	119490
AL	Clay	0	33,035	20.6	13932
AL	Walker	16	36,044	23.2	67023
AL	Alabama	0	40,538	18.9	4779736
AL	Montgomery	234	41,556	21.3	229363
AL	Etowah	24	36,088	19	104430
AL	Macon	0	27,041	31.2	21452
AL	Houston	56	39,290	17.9	101547
AL	Madison	588	54,633	12.7	334811
AL	Limestone	40	49,667	14.1	82782
AL	Randolph	2	32,584	24.8	22913
AL	Marshall	16	38,859	19.4	93019
AL	Winston	9	32,574	20.3	24484
AL	Washington	1	37,639	19.6	17581
AL	Talladega	8	35,646	22.7	82291
AL	Bullock	0	25,969	31.1	10914
AL	Tuscaloosa	66	43,098	18	194656
AL	Elmore	6	51,013	12.5	79303
AL	Marion	8	32,080	20.9	30776
AL	Choctaw	0	32,003	20.7	13859
AL	Escambia	2	31,365	26.1	38319
AL	Chambers	5	30,061	28.5	34215
AL	Lowndes	1	28,754	30.7	11299
AL	Baldwin	93	47,618	13.3	182265
AL	Monroe	3	31,744	28.4	23068
AL	Autauga	4	53,049	11.9	54571
AR	Saline	18	53,430	9.6	107118
AR	Clark	1	33,433	22.2	22995
AR	Mississippi	4	32,169	25	46480
AR	Perry	11	39,054	16.8	10445
AR	Jackson	3	30,405	25.8	17997
AR	Howard	1	32,543	21	13789
AR	Union	39	36,934	21.6	41639
AR	Van Buren	11	32,142	20.9	17295
AR	Calhoun	6	36,955	15.6	5368
AR	Montgomery	4	32,032	22.2	9487
AR	Pulaski	603	44,733	17.1	382748
AR	Phillips	1	26,933	36	21757
AR	Jefferson	4	35,092	22.7	77435
AR	Crittenden	14	33,938	30.3	50902
AR	Nevada	1	32,896	25.2	8997
AR	White	70	39,974	16.7	77076
AR	Crawford	29	39,672	15.8	61948
AR	Faulkner	113	46,199	14.8	113237
AR	Independence	32	35,888	18.2	36647
AR	Polk	15	29,938	22.8	20662
AR	Newton	7	30,965	23.3	8330
AR	Columbia	6	34,538	25.6	24552
AR	Lee	1	25,944	37.5	10424
AR	Garland	73	36,690	21.7	96024
AR	Lawrence	1	32,869	22.4	17415
AR	Grant	2	45,347	11.9	17853
AR	Sevier	2	35,279	23.5	17058
AR	Drew	1	34,952	20.9	18509
AR	Desha	0	29,586	28	13008
AR	Cleburne	24	35,472	18.6	25970
AR	Izard	1	29,883	18.6	13696
AR	Little River	4	37,260	17.8	13171
AR	Pike	1	31,569	21.2	11291
AR	Stone	4	29,182	22.4	12394
AR	Ashley	1	37,042	19.4	21853
AR	Johnson	20	32,326	21.9	25540
AR	Carroll	20	33,789	16.4	27446
AR	Hot Spring	2	37,243	15.3	32923
AR	Dallas	1	31,350	19.4	8116
AR	Benton	104	52,417	10.2	221339
AR	Cross	3	35,080	19.6	17870
AR	Greene	6	36,391	17	42090
AR	Searcy	4	27,896	23.7	8195
AR	Lafayette	1	29,084	23.2	7645
AR	Franklin	6	38,514	17.2	18125
AR	Boone	21	35,532	16	36903
AR	Clay	1	31,976	18.3	16083
AR	Poinsett	13	32,130	27.1	24583
AR	Ouachita	3	35,971	20.3	26120
AR	Yell	8	33,522	20.3	22185
AR	Sebastian	304	38,724	20.5	125744
AR	Fulton	1	30,191	18.9	12245
AR	Baxter	49	34,421	15.7	41513
AR	Woodruff	4	27,003	25.9	7260
AR	Madison	2	34,547	19.3	15717
AR	Lincoln	1	35,070	28.5	14134
AR	Lonoke	31	50,021	12.4	68356
AR	Hempstead	1	31,786	21.8	22609
AR	Pope	182	39,040	17.7	61754
AR	Conway	9	37,475	18.2	21273
AR	Miller	4	37,806	20.1	43462
AR	St. Francis	0	29,825	32.7	28258
AR	Craighead	17	37,780	21.1	96443
AR	Washington	222	39,692	19.6	203065
AR	Bradley	1	31,047	28.5	11508
AR	Logan	3	36,015	17.1	22353
AR	Prairie	1	36,898	18.3	8715
AR	Scott	0	29,633	22.5	11233
AR	Cleveland	0	40,402	15.5	8689
AR	Sharp	2	28,933	25.1	17264
AR	Arkansas	0	38,413	18.7	2915918
AR	Chicot	4	27,321	30.7	11800
AR	Marion	3	31,438	19.5	16653
AR	Randolph	21	33,401	19.2	17969
AR	Monroe	0	28,637	26.6	8149
VT	Addison	16	51,967	12	36821
VT	Vermont	0	49,393	12.4	625741
VT	Orleans	1	36,515	17	27231
VT	Grand Isle	5	54,907	8.1	6970
VT	Lamoille	13	47,994	13.3	24475
VT	Washington	45	51,334	10.8	59534
VT	Essex	7	34,947	17.2	6306
VT	Bennington	42	47,161	13.8	37125
VT	Windham	29	43,045	12.8	44513
VT	Chittenden	164	56,016	11.8	156545
VT	Orange	7	48,008	12.5	28936
VT	Rutland	45	43,600	13.2	61642
VT	Caledonia	9	40,219	16.1	31227
VT	Windsor	22	48,804	10.2	56670
VT	Franklin	5	51,296	11.9	47746
IL	Richland	3	40,893	14.5	16233
IL	Shelby	10	45,474	12.3	22363
IL	Union	1	39,764	18.4	17808
IL	Jo Daviess	4	45,972	9.3	22678
IL	McDonough	22	37,890	22	32612
IL	Wayne	1	40,630	14.9	16760
IL	Bureau	7	45,580	11.2	34978
IL	Wabash	1	42,129	14.4	11947
IL	White	0	39,964	16.9	14665
IL	La Salle	0	49,414	13.2	113924
IL	Henderson	0	43,212	12.3	7331
IL	Brown	0	43,640	14.4	6937
IL	Champaign	59	45,803	19.6	201081
IL	Tazewell	12	50,737	9.9	135394
IL	De Witt	2	48,662	10.9	16561
IL	Hancock	5	41,520	13.4	19104
IL	Coles	14	38,242	18.7	53873
IL	Henry	8	49,262	10.8	50486
IL	Illinois	0	52,967	13.8	12830632
IL	Jersey	2	54,278	10	22985
IL	Washington	4	51,209	8.2	14716
IL	Marion	25	38,182	16.5	39437
IL	Jasper	108	46,000	10.8	9698
IL	Ogle	24	53,402	10.8	53497
IL	Effingham	7	49,001	9.9	34242
IL	Warren	1	43,881	13.9	17707
IL	Perry	0	38,916	17.4	22350
IL	Jackson	39	32,739	23.5	60218
IL	Mason	5	42,529	15	14666
IL	Jefferson	6	40,527	17	38827
IL	Massac	0	39,636	16.7	15429
IL	Putnam	0	52,564	7.8	6006
IL	Lee	29	48,749	11	36031
IL	DuPage	786	72,470	6.9	916924
IL	Peoria	202	50,166	14.3	186494
IL	Ford	2	48,622	11	14081
IL	Hamilton	0	40,670	14.6	8457
IL	Cook	36356	51,457	16.8	5194675
IL	Rock Island	92	45,114	12.5	147546
IL	McLean	239	59,719	11.7	169572
IL	Johnson	4	41,743	14.2	12582
IL	Menard	7	58,075	9	12705
IL	Woodford	3	65,931	7.5	38664
IL	Edgar	0	39,386	14.3	18576
IL	Greene	16	40,399	14.9	13886
IL	Clay	1	38,091	15.3	13815
IL	Montgomery	7	42,468	14.4	30104
IL	Fulton	57	40,749	14.5	37069
IL	Macon	61	42,206	17.7	110768
IL	Kendall	44	79,542	4.6	114736
IL	Madison	123	51,706	14.3	269282
IL	Clinton	4	52,650	8.4	37762
IL	Clark	3	44,312	12.1	16335
IL	Moultrie	6	47,459	10.4	14846
IL	Kane	332	65,430	11	515269
IL	Saline	6	37,170	19.4	24913
IL	Boone	10	57,323	11.6	54165
IL	Stark	1	49,280	10.6	5994
IL	Morgan	18	43,753	14.8	35547
IL	McHenry	287	69,290	7.3	308760
IL	Lawrence	10	37,428	17.5	16833
IL	Fayette	2	38,966	15.8	22140
IL	Sangamon	323	51,057	13.2	197465
IL	Alexander	1	29,278	31.1	8238
IL	Pike	4	37,172	17	16430
IL	Adams	35	41,734	13.2	67103
IL	Kankakee	50	45,707	14.8	113449
IL	Lake	339	74,594	9	703462
IL	Livingston	10	51,427	11.5	38950
IL	Franklin	131	32,853	20.3	39561
IL	Pope	0	37,926	17.9	4470
IL	Marshall	3	48,647	11.4	12640
IL	Carroll	1	47,032	13	15387
IL	Schuyler	9	45,481	12	7544
IL	Grundy	45	60,130	8	50063
IL	Mercer	10	46,871	11.3	16434
IL	Gallatin	11	37,287	18.5	5589
IL	Cumberland	1	43,448	11.6	11048
IL	Edwards	6	43,044	11.3	6721
IL	Calhoun	0	45,772	10.9	5089
IL	Douglas	2	48,469	11.1	19980
IL	Pulaski	2	33,262	20.8	6161
IL	DeKalb	8	52,106	14.3	105160
IL	Crawford	0	41,612	14.9	19817
IL	Williamson	30	43,004	16	66357
IL	Christian	11	44,253	14.2	34800
IL	Winnebago	5441	44,336	17.5	295266
IL	Piatt	0	54,350	7.3	16729
IL	Macoupin	2	45,995	13	47765
IL	St. Clair	140	47,027	15.9	270056
IL	Knox	106	39,409	15.4	52919
IL	Stephenson	25	42,869	13.4	47711
IL	Hardin	0	34,228	19.4	4320
IL	Whiteside	26	45,606	11.7	58498
IL	Will	864	71,344	8.5	677560
IL	Cass	7	43,183	12.8	13642
IL	Iroquois	4	43,873	11.2	29718
IL	Bond	0	46,364	13.7	17768
IL	Vermilion	9	38,534	20.9	81625
IL	Logan	6	48,311	11.5	30305
IL	Scott	0	48,890	9.7	5355
IL	Randolph	7	46,410	13.5	33476
IL	Monroe	4	69,731	4.9	32957
GA	Union	16	37,540	19.1	21356
GA	Paulding	17	61,496	8.8	142324
GA	Montgomery	1	35,133	23.5	9123
GA	Wayne	1	36,562	22.8	30099
GA	Screven	11	30,925	23.7	14593
GA	Pickens	1	48,532	13.6	29431
GA	Wilkinson	0	35,530	21.1	9563
GA	Ben Hill	3	29,910	27.9	17634
GA	Worth	1	37,436	21.2	21679
GA	Appling	0	36,601	24.5	18236
GA	McDuffie	3	36,559	21.4	21875
GA	Dodge	1	33,731	22.5	21796
GA	Meriwether	18	35,287	20.1	21992
GA	Columbia	37	64,435	8.8	124053
GA	Bibb	66	36,220	25.9	155547
GA	Brooks	1	32,067	24.5	16243
GA	Walton	27	51,913	14.5	83768
GA	Harris	7	62,264	9.4	32024
GA	Chattooga	3	33,990	20.5	26015
GA	Coweta	16	56,407	11	127317
GA	Dougherty	12	31,200	35.1	94565
GA	Wilcox	0	31,442	30	9255
GA	Hancock	3	23,887	33.1	9429
GA	Cook	1	32,244	24.7	17212
GA	Gordon	15	40,656	18.5	55186
GA	Henry	81	59,371	10.2	203922
GA	Webster	0	31,216	21.8	2799
GA	Wilkes	1	30,451	24.9	10593
GA	Thomas	2	35,539	26.4	44720
GA	Ware	11	33,176	23.2	36312
GA	Stephens	2	34,445	22.2	26175
GA	Newton	34	48,989	15.1	99958
GA	Washington	12	33,199	30.6	21187
GA	Hall	133	47,238	17.8	179684
GA	Heard	3	39,614	21.3	11834
GA	Marion	0	33,534	23.8	8742
GA	Jasper	6	43,443	18.9	13900
GA	Effingham	10	60,017	10.6	52250
GA	Lowndes	31	36,486	23.3	109233
GA	Polk	2	36,468	22.1	41475
GA	Warren	0	29,764	27.7	5834
GA	Camden	29	48,967	15.5	50513
GA	Jackson	24	50,409	15.7	60485
GA	McIntosh	1	35,681	19	14333
GA	Bacon	0	31,692	25.6	11096
GA	Liberty	22	39,697	21.8	63453
GA	Jefferson	1	29,683	28.9	16930
GA	Seminole	0	30,604	27.5	8729
GA	Jenkins	0	27,682	28.9	8340
GA	White	3	40,120	16.8	27144
GA	Burke	3	30,688	32.9	23316
GA	Putnam	16	40,037	17.8	21218
GA	Coffee	7	33,527	25.9	42356
GA	Glynn	7	42,993	18.8	79626
GA	Lee	21	61,489	10.3	28298
GA	Catoosa	37	47,337	14.3	63942
GA	Butts	4	43,777	16.5	23655
GA	Oconee	2	76,298	8.2	32808
GA	Jeff Davis	0	32,380	23.6	15068
GA	Toombs	2	32,002	28.1	27223
GA	Upson	0	33,461	21.3	27153
GA	Chatham	307	42,728	19.7	265128
GA	Colquitt	23	32,010	26.2	45498
GA	Barrow	35	52,391	12	69367
GA	Schley	3	37,761	17.6	5010
GA	Johnson	1	28,332	30.5	9980
GA	Candler	1	30,496	25.2	10998
GA	Baker	0	33,950	26	3451
GA	Oglethorpe	6	40,936	16.6	14899
GA	Irwin	4	32,859	24	9538
GA	Greene	1	36,001	27.4	15994
GA	Bartow	19	43,825	14.5	100157
GA	Forsyth	105	81,629	7.2	175511
GA	Clay	2	27,080	35.7	3183
GA	Fulton	2647	53,580	17.7	920581
GA	Macon	1	27,324	31.7	14740
GA	Madison	31	41,267	17.2	28120
GA	Taylor	1	30,748	23.6	8906
GA	Evans	1	32,427	24.9	11000
GA	Clinch	15	30,428	24.7	6798
GA	Charlton	0	32,316	27.9	12171
GA	Echols	1	32,674	27	4034
GA	Grady	16	31,297	28.1	25011
GA	Dawson	28	51,127	13.9	22330
GA	Hart	4	33,753	23	25213
GA	Baldwin	3	36,091	27	45720
GA	Lumpkin	10	44,309	16.5	29966
GA	Lanier	0	33,430	22.6	10078
GA	Haralson	4	39,046	20.7	28780
GA	Rockdale	105	53,899	14.9	85215
GA	Cherokee	85	63,520	8.6	214346
GA	Clarke	91	34,000	33.3	116714
GA	Richmond	205	37,866	25.9	200549
GA	Lamar	0	40,001	17.8	18317
GA	Cobb	622	59,471	14	688078
GA	Morgan	21	45,804	16.5	17868
GA	Glascock	4	36,433	18.5	3082
GA	Treutlen	0	30,809	29.6	6885
GA	Muscogee	214	36,359	20.2	189885
GA	Wheeler	0	29,834	33.2	7421
GA	Fayette	37	79,276	6.7	106567
GA	Elbert	1	32,888	24.5	20166
GA	Early	46	30,572	27.6	11008
GA	Floyd	57	38,289	19.1	96317
GA	Chattahoochee	0	46,292	18.5	11267
GA	Towns	1	38,207	15	10471
GA	Pike	6	52,411	12.7	17869
GA	Lincoln	18	35,201	20.8	7996
GA	Georgia	0	46,252	18	9687653
GA	Dade	5	40,161	16.3	16633
GA	Long	3	38,243	20.8	14464
GA	Walker	6	36,854	17.8	68756
GA	Terrell	0	31,143	29.3	9315
GA	Carroll	22	45,242	19	110527
GA	Murray	6	39,911	19.1	39628
GA	Talbot	4	29,933	21.7	6865
GA	Tift	7	34,702	22.6	40118
GA	Peach	3	38,024	25.7	27695
GA	Bryan	4	65,478	11.8	30233
GA	Sumter	7	31,871	30.6	32819
GA	Calhoun	0	28,618	36.8	6694
GA	Douglas	88	52,887	12.7	132403
GA	Pulaski	0	36,665	20.8	12010
GA	Atkinson	1	28,579	36.3	8375
GA	DeKalb	54	47,068	19.4	691893
GA	Crisp	0	35,232	29.9	23439
GA	Troup	5	39,422	21.1	67044
GA	Crawford	0	41,593	19	12630
GA	Gilmer	0	39,710	15.9	28292
GA	Bleckley	3	38,513	19.8	13063
GA	Gwinnett	445	57,848	13.6	805321
GA	Clayton	10	36,595	22.6	259424
GA	Brantley	12	35,732	23.6	18411
GA	Quitman	0	28,102	28.9	2513
GA	Decatur	3	33,288	25.1	27842
GA	Jones	1	52,215	11.9	28669
GA	Pierce	6	37,262	18.3	18758
GA	Laurens	37	36,568	19.7	48434
GA	Dooly	1	32,216	25.2	14918
GA	Berrien	4	32,859	21.7	19286
GA	Taliaferro	0	26,863	30.3	1717
GA	Emanuel	1	30,985	29.5	22598
GA	Telfair	0	28,414	32.9	16500
GA	Banks	4	42,196	16.4	18395
GA	Mitchell	2	31,094	29.3	23498
GA	Stewart	0	26,659	38.1	6058
GA	Houston	43	54,977	14.1	139900
GA	Whitfield	30	40,117	20.2	102599
GA	Spalding	10	38,451	22.5	64073
GA	Miller	1	32,015	24.4	6125
GA	Habersham	34	40,316	17.3	43041
GA	Rabun	6	37,990	18.1	16276
GA	Bulloch	21	31,943	34.3	70217
GA	Fannin	15	33,253	18.2	23682
GA	Tattnall	17	35,039	28	25520
GA	Turner	4	26,845	28	8930
GA	Twiggs	2	35,232	25.1	9023
GA	Randolph	0	26,863	27.6	7719
GA	Monroe	1	49,839	14.5	26424
GA	Franklin	7	36,109	18	22084
IN	Daviess	7	42,318	14.7	31648
IN	La Porte	0	44,039	16.2	111467
IN	Shelby	71	46,619	12.8	44436
IN	Union	5	44,337	12.6	7516
IN	Montgomery	6	41,853	15.3	38124
IN	Wayne	113	36,424	20.3	68917
IN	Wabash	23	42,990	12.2	32888
IN	Indiana	0	44,616	15.3	6483802
IN	White	74	43,487	12.2	24643
IN	Porter	45	56,648	10.9	164343
IN	Brown	6	46,770	13.2	15242
IN	Jay	4	38,117	15.6	21253
IN	Jennings	3	41,869	14.2	28525
IN	Dearborn	14	55,817	10.1	50047
IN	Miami	67	40,466	17	36903
IN	Hancock	26	62,195	8.5	70002
IN	Henry	12	40,732	16.2	49462
IN	Vigo	435	39,089	19.1	107848
IN	Sullivan	3	42,481	14.7	21475
IN	Dubois	5	51,885	8.4	41889
IN	Newton	0	48,043	11.1	14244
IN	Washington	24	39,945	15.9	28262
IN	Bartholomew	22	49,045	12.8	76794
IN	Marion	4470	39,393	20.8	903393
IN	Jasper	4	55,267	9.5	33478
IN	Lagrange	0	44,151	16.1	37128
IN	Allen	786	47,014	13.9	355329
IN	Warren	0	50,349	9.8	8508
IN	Perry	4	41,446	13	19338
IN	Jackson	11	46,562	12.7	42376
IN	Howard	465	41,786	16	82752
IN	Jefferson	4	41,654	15.9	32428
IN	Hendricks	10	66,080	6.4	145448
IN	St. Joseph	494	42,316	15.9	266931
IN	Putnam	6	44,437	13.9	37963
IN	Hamilton	305	82,054	4.9	274569
IN	Kosciusko	18	47,811	13.4	77358
IN	Rush	3	45,464	13.2	17392
IN	Johnson	101	58,695	10.5	139654
IN	Whitley	32	49,989	9.3	33292
IN	Greene	8	41,504	14	33165
IN	Ripley	10	45,951	10.7	28818
IN	Ohio	3	47,937	10	6128
IN	Gibson	19	45,383	12.1	33503
IN	Spencer	4	47,726	11.3	20952
IN	Fulton	11	40,856	13.8	20836
IN	Madison	32	39,449	18	131636
IN	Clinton	59	47,229	12.8	33224
IN	Clark	23	44,775	12.5	110232
IN	Owen	6	42,658	14.1	21575
IN	Huntington	42	46,530	11.3	37124
IN	Clay	38	42,233	13.6	26890
IN	Blackford	11	38,637	16	12766
IN	Boone	34	66,023	8	56640
IN	Delaware	140	36,362	24.2	117671
IN	Fountain	5	43,947	12.4	17240
IN	Lawrence	8	41,305	15.2	46134
IN	Elkhart	88	42,168	17.2	197559
IN	Grant	58	35,976	19.8	70061
IN	Fayette	28	36,734	17	24277
IN	Posey	0	56,159	9.8	25910
IN	Floyd	39	49,117	12.4	74578
IN	Pike	2	39,684	14.7	12845
IN	Adams	7	43,121	16.8	34387
IN	Steuben	25	45,431	12.8	34185
IN	Switzerland	1	42,268	16.3	10613
IN	Vanderburgh	372	41,024	16.9	179703
IN	Marshall	13	43,283	12.7	47051
IN	Carroll	4	49,966	10.1	20155
IN	Harrison	25	48,775	11	39364
IN	Starke	10	38,317	18.2	23363
IN	De Kalb	0	46,781	10.6	42223
IN	Lake	278	45,252	17.7	496005
IN	Pulaski	1	41,794	14.2	13402
IN	Orange	2	35,999	17.5	19840
IN	Tippecanoe	278	41,722	20.9	172780
IN	Parke	5	42,749	16.6	17339
IN	Crawford	0	39,358	17	10713
IN	Noble	20	45,269	12.6	47536
IN	Wells	102	45,492	9.6	27636
IN	Knox	31	39,123	17.6	38440
IN	Decatur	10	49,551	13.6	25740
IN	Tipton	3	54,171	8.5	15936
IN	Benton	2	47,520	11.3	8854
IN	Morgan	15	53,738	11.9	68894
IN	Martin	5	43,854	13.2	10334
IN	Cass	47	38,859	16.7	38966
IN	Vermillion	24	42,613	13.6	16212
IN	Warrick	42	59,195	7.3	59689
IN	Scott	43	39,134	18.8	24181
IN	Randolph	7	40,806	16	26171
IN	Monroe	210	38,348	24.3	137974
IN	Franklin	4	48,938	12.3	23087
IA	Shelby	0	49,056	10.2	12167
IA	Union	0	39,977	15.3	12534
IA	Story	124	49,192	18.5	89542
IA	Montgomery	1	41,068	14.4	10740
IA	Bremer	0	55,606	7.6	24276
IA	Wayne	0	35,867	16.8	6403
IA	Worth	1	46,384	11.6	7598
IA	Allamakee	2	45,881	13.3	14330
IA	Fremont	0	47,513	11.2	7441
IA	Hamilton	7	46,574	11	15673
IA	Black Hawk	232	44,046	18	131090
IA	Adair	0	45,540	9.7	7682
IA	Hancock	0	48,195	9.4	11341
IA	Chickasaw	1	45,083	10.6	12439
IA	Henry	0	43,228	14.9	20145
IA	Webster	23	39,565	16.5	38013
IA	Humboldt	1	46,300	10.6	9815
IA	Sac	1	42,888	10.5	10350
IA	Buchanan	0	50,026	11	20958
IA	Washington	2	47,118	10	21704
IA	Marion	8	52,845	10.2	33309
IA	Jasper	8	46,565	12.4	36842
IA	Palo Alto	2	43,360	11.4	9421
IA	Polk	1308	54,328	11	430640
IA	Warren	5	62,036	7.4	46225
IA	Jackson	2	42,274	13.2	19848
IA	Howard	0	40,919	12.7	9566
IA	Mills	2	57,359	9.4	15059
IA	Wright	0	44,456	11.3	13229
IA	Jefferson	29	40,158	14.9	16843
IA	Butler	0	49,703	9.5	14867
